Date,Open,High,Low,Close,Volume,Currency
2011-07-29,39.725,40.41,39.3,40.106,45689,USD
2011-08-01,39.645,40.07,39.04,39.309,44352,USD
2011-08-02,39.265,40.885,39.21,40.092,45261,USD
2011-08-03,40.87,42.06,40.575,41.758,74374,USD
2011-08-04,41.755,42.295,38.47,39.431,113358,USD
2011-08-05,38.79,39.87,37.555,38.211,85738,USD
2011-08-08,38.825,40.4,38.32,39.38,72949,USD
2011-08-09,39.06,39.655,37.025,37.883,90833,USD
2011-08-10,37.78,39.58,37.615,39.327,63775,USD
2011-08-11,39.285,39.86,37.935,38.669,56142,USD
2011-08-12,38.78,39.235,38.215,39.114,31934,USD
2011-08-15,39.075,39.99,38.69,39.307,31303,USD
2011-08-16,39.945,40.175,39.29,39.819,41036,USD
2011-08-17,39.915,40.615,39.785,40.351,46018,USD
2011-08-18,40.285,40.95,40.08,40.688,47032,USD
2011-08-19,40.64,42.97,40.56,42.432,72156,USD
2011-08-22,43.575,44.09,42.475,43.325,77097,USD
2011-08-23,43.765,44.275,41.5,42.291,95280,USD
2011-08-24,41.95,42.485,39.09,39.162,104440,USD
2011-08-25,39.68,41.19,38.76,40.745,88113,USD
2011-08-26,41.16,41.725,40.12,40.952,73836,USD
2011-08-29,41.74,41.8,40.29,40.546,43237,USD
2011-08-30,40.89,41.73,40.455,41.464,45895,USD
2011-08-31,41.385,42.095,41.135,41.768,37868,USD
2011-09-01,41.575,41.885,41.205,41.532,27885,USD
2011-09-02,41.535,43.5,41.535,43.069,39343,USD
2011-09-05,42.99,43.445,41.6,41.868,66820,USD
2011-09-07,42.0,42.275,40.385,41.631,41675,USD
2011-09-08,41.655,42.725,41.285,42.53,34441,USD
2011-09-09,42.37,42.785,41.2,41.624,41042,USD
2011-09-12,41.49,41.6,39.75,40.217,44635,USD
2011-09-13,40.36,41.385,40.09,41.193,38175,USD
2011-09-14,41.155,41.41,40.31,40.533,37555,USD
2011-09-15,40.835,40.85,39.4,39.501,47361,USD
2011-09-16,39.945,40.985,39.455,40.831,35314,USD
2011-09-19,40.675,40.9,39.03,39.163,46847,USD
2011-09-20,39.73,40.375,39.23,40.137,43515,USD
2011-09-21,39.825,40.78,39.44,40.469,42602,USD
2011-09-22,39.67,39.85,35.525,36.578,84689,USD
2011-09-23,35.885,36.68,29.845,30.101,120503,USD
2011-09-26,30.85,30.97,26.15,29.976,112615,USD
2011-09-27,30.7,33.585,30.275,31.536,79663,USD
2011-09-28,31.94,32.88,29.485,30.134,63280,USD
2011-09-29,29.895,31.535,29.095,30.522,51467,USD
2011-09-30,30.605,31.335,29.66,30.083,41074,USD
2011-10-03,29.935,31.43,29.67,30.795,40889,USD
2011-10-04,30.49,31.355,28.665,29.839,52148,USD
2011-10-05,30.255,30.64,28.435,30.352,48592,USD
2011-10-06,30.51,32.21,30.24,32.005,51588,USD
2011-10-07,31.94,32.85,30.71,30.993,41990,USD
2011-10-10,31.34,32.36,31.215,31.98,23649,USD
2011-10-11,32.105,32.58,31.35,31.998,33404,USD
2011-10-12,32.155,33.1,31.86,32.789,37494,USD
2011-10-13,32.55,32.8,31.455,31.667,30573,USD
2011-10-14,31.805,32.565,31.21,32.173,29296,USD
2011-10-17,32.22,32.675,31.475,31.821,37334,USD
2011-10-18,31.85,32.355,30.37,31.831,55972,USD
2011-10-19,32.05,32.15,30.9,31.277,49507,USD
2011-10-20,31.235,31.375,29.935,30.281,53262,USD
2011-10-21,30.555,31.515,30.28,31.193,32805,USD
2011-10-24,31.39,32.04,31.23,31.644,29122,USD
2011-10-25,31.76,33.385,31.355,33.052,52769,USD
2011-10-26,33.17,33.95,32.905,33.31,39072,USD
2011-10-27,33.43,35.375,33.145,35.112,50172,USD
2011-10-28,35.13,35.7,34.715,35.288,35761,USD
2011-10-31,35.205,35.45,34.085,34.354,31996,USD
2011-11-01,34.19,34.725,32.105,32.731,51692,USD
2011-11-02,33.485,34.435,33.1,33.943,37882,USD
2011-11-03,34.295,34.905,33.27,34.498,40275,USD
2011-11-04,34.565,34.75,33.81,34.084,29728,USD
2011-11-07,34.084,35.01,33.855,34.828,35145,USD
2011-11-08,34.98,35.35,34.505,35.153,45051,USD
2011-11-09,34.975,35.255,33.745,34.361,52723,USD
2011-11-10,34.085,34.34,33.13,34.106,46338,USD
2011-11-11,34.07,34.85,33.665,34.682,37626,USD
2011-11-14,34.715,34.92,33.95,34.024,34009,USD
2011-11-15,34.24,34.835,33.75,34.456,43674,USD
2011-11-16,34.58,34.63,33.57,33.822,47858,USD
2011-11-17,33.7,33.98,31.04,31.497,71571,USD
2011-11-18,31.68,32.6,30.925,32.417,60207,USD
2011-11-21,32.4,32.415,30.65,31.116,53532,USD
2011-11-22,31.575,33.04,31.16,32.951,60917,USD
2011-11-23,32.785,32.87,31.22,31.884,64910,USD
2011-11-24,31.815,32.22,30.935,31.014,45578,USD
2011-11-28,31.26,32.285,31.245,32.161,41025,USD
2011-11-29,32.12,32.24,31.53,31.95,34558,USD
2011-11-30,31.99,32.995,31.12,32.804,49804,USD
2011-12-01,32.865,33.495,32.53,32.759,32523,USD
2011-12-02,32.86,33.74,32.365,32.686,33546,USD
2011-12-05,32.67,33.085,31.915,32.372,30957,USD
2011-12-06,32.12,32.945,31.65,32.744,37193,USD
2011-12-07,32.745,32.86,32.265,32.627,30969,USD
2011-12-08,32.605,33.3,31.425,31.538,51194,USD
2011-12-09,31.61,32.395,31.505,32.253,30861,USD
2011-12-12,32.25,32.3,30.92,31.002,37744,USD
2011-12-13,31.34,32.04,30.455,31.26,40300,USD
2011-12-14,30.825,31.07,28.53,28.935,80388,USD
2011-12-15,28.965,29.35,28.12,29.274,44295,USD
2011-12-16,29.28,29.93,29.12,29.671,29657,USD
2011-12-19,29.77,29.795,28.68,28.874,50533,USD
2011-12-20,28.78,29.625,28.695,29.536,23979,USD
2011-12-21,29.535,30.21,29.13,29.249,26237,USD
2011-12-22,29.25,29.685,29.0,29.047,20236,USD
2011-12-23,29.095,29.45,29.03,29.084,10066,USD
2011-12-27,29.1,29.22,28.615,28.74,11568,USD
2011-12-28,28.69,28.79,26.845,27.234,32357,USD
2011-12-29,27.08,27.84,26.145,27.315,37097,USD
2011-12-30,27.475,28.46,27.26,27.915,24891,USD
2012-01-03,27.98,29.73,27.905,29.572,35827,USD
2012-01-04,29.69,29.74,28.9,29.097,36121,USD
2012-01-05,29.105,29.615,28.685,29.296,39296,USD
2012-01-06,29.285,29.46,28.57,28.683,38605,USD
2012-01-09,28.77,29.205,28.55,28.782,30254,USD
2012-01-10,28.98,30.31,28.905,29.815,40675,USD
2012-01-11,29.885,30.235,29.545,29.89,36831,USD
2012-01-12,29.95,30.675,29.87,30.124,35512,USD
2012-01-13,30.195,30.245,29.42,29.522,35182,USD
2012-01-16,29.67,30.57,29.455,30.135,39656,USD
2012-01-18,30.07,30.59,29.74,30.543,42425,USD
2012-01-19,30.53,30.9,30.335,30.509,32459,USD
2012-01-20,30.61,32.21,30.28,31.675,42779,USD
2012-01-23,32.105,32.775,31.79,32.27,41520,USD
2012-01-24,32.345,32.47,31.855,31.975,29385,USD
2012-01-25,32.05,33.4,31.525,33.121,51802,USD
2012-01-26,33.25,33.79,32.975,33.743,38182,USD
2012-01-27,33.42,33.965,33.24,33.79,32296,USD
2012-01-30,33.85,34.015,33.035,33.527,30573,USD
2012-01-31,33.55,34.13,32.93,33.262,45220,USD
2012-02-01,33.105,34.0,33.07,33.807,40833,USD
2012-02-02,33.69,34.41,33.455,34.175,51297,USD
2012-02-03,34.335,34.39,33.31,33.749,48264,USD
2012-02-06,33.665,33.87,32.985,33.75,38211,USD
2012-02-07,33.665,34.37,33.155,34.194,50080,USD
2012-02-08,34.17,34.52,33.655,33.704,55084,USD
2012-02-09,33.935,34.45,33.675,33.917,47457,USD
2012-02-10,33.905,34.06,33.17,33.604,47692,USD
2012-02-13,33.665,34.035,33.455,33.722,37639,USD
2012-02-14,33.705,33.845,33.255,33.348,42475,USD
2012-02-15,33.585,33.975,33.1,33.408,51438,USD
2012-02-16,33.46,33.555,32.64,33.37,51828,USD
2012-02-17,33.425,33.69,33.05,33.216,39578,USD
2012-02-20,33.33,34.465,33.325,34.429,62207,USD
2012-02-22,34.36,34.495,33.9,34.254,62428,USD
2012-02-23,34.265,35.61,34.23,35.556,72143,USD
2012-02-24,35.435,35.72,35.19,35.338,58940,USD
2012-02-27,35.43,35.625,35.045,35.524,61904,USD
2012-02-28,35.535,37.295,35.39,37.205,72811,USD
2012-02-29,36.98,37.58,33.825,34.642,114770,USD
2012-03-01,34.645,35.705,34.455,35.661,61365,USD
2012-03-02,35.53,35.56,34.375,34.525,39355,USD
2012-03-05,34.71,34.95,33.555,33.695,53048,USD
2012-03-06,34.02,34.205,32.49,32.783,67849,USD
2012-03-07,32.945,33.61,32.755,33.585,44181,USD
2012-03-08,33.48,34.185,33.36,33.831,38918,USD
2012-03-09,33.91,34.445,33.145,34.212,55803,USD
2012-03-12,34.29,34.41,33.38,33.413,33999,USD
2012-03-13,33.65,33.835,33.0,33.581,50386,USD
2012-03-14,33.42,33.47,31.625,32.181,74283,USD
2012-03-15,32.1,32.9,31.935,32.726,52824,USD
2012-03-16,32.58,32.755,32.135,32.604,36722,USD
2012-03-19,32.575,33.09,32.33,32.955,31081,USD
2012-03-20,32.935,32.96,31.75,31.834,43973,USD
2012-03-21,32.155,32.41,31.865,32.227,36604,USD
2012-03-22,32.155,32.35,31.09,31.345,51616,USD
2012-03-23,31.545,32.3,31.435,32.272,36574,USD
2012-03-26,32.255,32.935,32.02,32.75,31716,USD
2012-03-27,32.84,33.19,32.48,32.616,33102,USD
2012-03-28,32.57,32.685,31.765,31.831,38344,USD
2012-03-29,32.055,32.3,31.63,31.992,33862,USD
2012-03-30,32.275,32.625,32.13,32.484,29982,USD
2012-04-02,32.355,33.25,32.34,33.098,38384,USD
2012-04-03,33.0,33.295,32.465,33.265,45605,USD
2012-04-04,32.65,32.68,30.98,31.044,63200,USD
2012-04-05,31.28,31.81,31.175,31.73,40024,USD
2012-04-09,31.9,32.1,31.31,31.524,34702,USD
2012-04-10,31.555,31.94,31.11,31.679,51439,USD
2012-04-11,31.78,31.82,31.37,31.521,38912,USD
2012-04-12,31.585,32.58,31.42,32.525,46624,USD
2012-04-13,32.365,32.435,31.295,31.39,47896,USD
2012-04-16,31.445,31.7,31.175,31.373,37799,USD
2012-04-17,31.455,31.91,31.305,31.674,40779,USD
2012-04-18,31.675,31.885,31.34,31.487,35074,USD
2012-04-19,31.59,32.015,31.29,31.779,47993,USD
2012-04-20,31.74,31.905,31.54,31.651,38378,USD
2012-04-23,31.64,31.685,30.45,30.531,62996,USD
2012-04-24,30.82,31.11,30.635,30.746,47067,USD
2012-04-25,30.785,30.965,29.925,30.356,66062,USD
2012-04-26,30.685,31.26,30.595,31.207,43708,USD
2012-04-27,31.085,31.47,30.945,31.411,36734,USD
2012-04-30,31.33,31.445,30.6,31.016,33899,USD
2012-05-01,30.98,31.365,30.79,30.93,24868,USD
2012-05-02,30.985,31.06,30.41,30.645,38348,USD
2012-05-03,30.645,30.675,29.835,30.01,41564,USD
2012-05-04,30.08,30.48,29.78,30.432,42379,USD
2012-05-07,30.31,30.39,29.675,30.122,28351,USD
2012-05-08,30.08,30.125,29.135,29.459,45481,USD
2012-05-09,29.465,29.5,28.615,29.241,46846,USD
2012-05-10,29.25,29.455,28.94,29.178,33021,USD
2012-05-11,28.995,29.1,28.415,28.89,35664,USD
2012-05-14,28.88,29.0,28.075,28.353,36417,USD
2012-05-15,28.155,28.43,27.565,28.08,40316,USD
2012-05-16,27.615,27.965,26.73,27.196,60320,USD
2012-05-17,27.195,28.295,27.175,28.02,47897,USD
2012-05-18,28.005,28.895,27.78,28.715,44463,USD
2012-05-21,28.685,28.855,28.035,28.321,35869,USD
2012-05-22,28.47,28.775,27.925,28.179,42130,USD
2012-05-23,28.12,28.17,27.08,27.519,59168,USD
2012-05-24,27.76,28.515,27.585,28.157,46683,USD
2012-05-25,28.25,28.565,27.875,28.386,31473,USD
2012-05-28,28.595,28.76,27.71,27.791,55600,USD
2012-05-30,27.79,28.145,27.355,27.983,47762,USD
2012-05-31,27.88,28.19,27.51,27.757,44716,USD
2012-06-01,27.685,28.68,27.17,28.512,65094,USD
2012-06-04,28.68,28.68,27.955,28.007,32417,USD
2012-06-05,28.22,28.545,28.08,28.405,35742,USD
2012-06-06,28.475,29.865,28.41,29.488,63114,USD
2012-06-07,29.465,29.675,28.36,28.529,73325,USD
2012-06-08,28.585,28.65,27.91,28.471,42126,USD
2012-06-11,28.74,29.0,28.255,28.616,35865,USD
2012-06-12,28.51,29.05,28.315,28.949,42080,USD
2012-06-13,28.9,29.095,28.7,28.941,34046,USD
2012-06-14,28.8,29.075,28.15,28.407,42381,USD
2012-06-15,28.59,28.82,28.48,28.74,30645,USD
2012-06-18,28.99,29.01,28.235,28.671,34525,USD
2012-06-19,28.675,28.9,28.27,28.368,35014,USD
2012-06-20,28.355,28.595,27.63,28.389,60931,USD
2012-06-21,28.04,28.07,26.8,26.839,70340,USD
2012-06-22,26.825,26.995,26.51,26.661,49622,USD
2012-06-25,26.82,27.59,26.565,27.52,74888,USD
2012-06-26,27.465,27.495,26.735,27.038,53358,USD
2012-06-27,27.035,27.275,26.6,26.942,52011,USD
2012-06-28,26.92,27.125,26.105,26.291,62691,USD
2012-06-29,26.325,27.915,26.265,27.612,55491,USD
2012-07-02,27.5,27.605,27.185,27.499,24139,USD
2012-07-03,27.425,28.445,27.39,28.28,31630,USD
2012-07-04,28.235,28.38,27.495,27.672,45194,USD
2012-07-06,27.67,27.795,26.905,26.92,39755,USD
2012-07-09,27.035,27.48,26.87,27.444,22101,USD
2012-07-10,27.44,27.58,26.71,26.882,34626,USD
2012-07-11,26.77,27.24,26.76,27.023,33516,USD
2012-07-12,27.105,27.35,26.425,27.161,41613,USD
2012-07-13,27.16,27.55,27.06,27.369,27263,USD
2012-07-16,27.4,27.425,26.86,27.321,25481,USD
2012-07-17,27.27,27.595,26.72,27.316,38337,USD
2012-07-18,27.26,27.345,26.85,27.095,24787,USD
2012-07-19,27.14,27.575,27.1,27.217,31619,USD
2012-07-20,27.24,27.4,26.74,27.302,39273,USD
2012-07-23,27.2,27.285,26.615,27.042,35626,USD
2012-07-24,26.985,27.145,26.575,26.811,39414,USD
2012-07-25,26.925,27.52,26.78,27.466,42546,USD
2012-07-26,27.3,27.78,27.21,27.446,42526,USD
2012-07-27,27.43,27.85,27.31,27.498,34317,USD
2012-07-30,27.685,28.195,27.515,28.033,30744,USD
2012-07-31,28.125,28.335,27.865,27.914,36104,USD
2012-08-01,27.93,28.02,27.06,27.535,44101,USD
2012-08-02,27.34,27.78,26.88,26.995,43002,USD
2012-08-03,27.105,27.895,26.99,27.801,37445,USD
2012-08-06,27.77,27.95,27.565,27.863,21865,USD
2012-08-07,27.825,28.18,27.735,28.086,29271,USD
2012-08-08,28.055,28.21,27.66,28.075,36277,USD
2012-08-09,27.995,28.185,27.835,28.097,24210,USD
2012-08-10,28.085,28.315,27.53,28.062,40803,USD
2012-08-13,28.09,28.15,27.685,27.767,28031,USD
2012-08-14,27.765,27.97,27.575,27.763,21720,USD
2012-08-15,27.755,27.96,27.43,27.812,30348,USD
2012-08-16,27.755,28.24,27.66,28.212,41947,USD
2012-08-17,28.12,28.29,27.96,28.002,23860,USD
2012-08-20,28.055,28.79,27.875,28.593,31961,USD
2012-08-21,28.755,29.46,28.61,29.428,41067,USD
2012-08-22,29.26,29.885,29.17,29.556,45731,USD
2012-08-23,29.785,30.79,29.76,30.456,66185,USD
2012-08-24,30.5,30.77,30.19,30.621,44524,USD
2012-08-27,30.77,31.225,30.58,31.048,58286,USD
2012-08-28,30.67,30.975,30.485,30.875,45498,USD
2012-08-29,30.86,30.94,30.525,30.837,42548,USD
2012-08-30,30.765,30.97,30.265,30.446,46709,USD
2012-08-31,30.495,31.815,30.295,31.442,58817,USD
2012-09-03,31.735,32.47,31.575,32.411,58174,USD
2012-09-05,32.38,32.43,32.0,32.329,32363,USD
2012-09-06,32.315,33.04,32.245,32.674,52750,USD
2012-09-07,32.7,33.775,32.005,33.69,59211,USD
2012-09-10,33.71,34.02,33.285,33.633,42219,USD
2012-09-11,33.41,33.875,33.38,33.566,35539,USD
2012-09-12,33.5,34.145,32.51,33.292,67025,USD
2012-09-13,33.3,34.87,32.72,34.778,86221,USD
2012-09-14,34.745,34.985,34.32,34.656,52960,USD
2012-09-17,34.625,34.94,33.845,34.367,43928,USD
2012-09-18,34.34,35.1,34.015,34.718,59582,USD
2012-09-19,34.815,35.025,34.32,34.588,43836,USD
2012-09-20,34.605,34.8,34.12,34.682,46831,USD
2012-09-21,34.68,35.26,34.365,34.638,63594,USD
2012-09-24,34.52,34.585,33.63,33.984,46792,USD
2012-09-25,34.01,34.545,33.715,33.948,47279,USD
2012-09-26,33.79,34.11,33.36,33.94,48678,USD
2012-09-27,33.995,34.815,33.905,34.666,46757,USD
2012-09-28,34.69,34.925,34.33,34.577,48178,USD
2012-10-01,34.53,35.445,34.21,34.952,58158,USD
2012-10-02,34.75,35.115,34.42,34.669,33950,USD
2012-10-03,34.645,34.93,34.515,34.69,32355,USD
2012-10-04,34.655,35.17,34.655,35.101,34973,USD
2012-10-05,35.035,35.145,34.315,34.572,42872,USD
2012-10-08,34.57,34.605,33.62,34.017,33187,USD
2012-10-09,34.025,34.26,33.57,33.985,38651,USD
2012-10-10,33.925,34.19,33.745,34.109,37533,USD
2012-10-11,34.01,34.38,33.815,34.082,33580,USD
2012-10-12,34.03,34.165,33.45,33.669,38299,USD
2012-10-15,33.455,33.47,32.57,32.743,41790,USD
2012-10-16,32.755,33.08,32.655,32.959,29109,USD
2012-10-17,32.985,33.3,32.88,33.232,26210,USD
2012-10-18,33.22,33.325,32.705,32.868,30690,USD
2012-10-19,32.815,32.915,31.945,32.097,47774,USD
2012-10-22,31.99,32.475,31.71,32.252,30194,USD
2012-10-23,32.395,32.5,31.57,31.793,39930,USD
2012-10-24,31.7,32.055,31.535,31.62,38997,USD
2012-10-25,31.745,32.26,31.735,32.078,35484,USD
2012-10-26,32.13,32.38,31.6,32.036,35150,USD
2012-10-29,32.115,32.23,31.68,31.745,16226,USD
2012-10-30,31.79,32.15,31.72,31.816,14462,USD
2012-10-31,31.77,32.435,31.755,32.316,29549,USD
2012-11-01,32.275,32.695,32.19,32.248,30535,USD
2012-11-02,32.28,32.365,30.815,30.857,62648,USD
2012-11-05,30.89,31.25,30.655,31.128,35628,USD
2012-11-06,31.2,32.275,31.07,32.034,49537,USD
2012-11-07,32.0,32.42,31.215,31.661,65303,USD
2012-11-08,31.83,32.45,31.63,32.24,43057,USD
2012-11-09,32.32,32.785,32.065,32.599,49296,USD
2012-11-12,32.65,32.745,32.175,32.522,32821,USD
2012-11-13,32.405,32.83,32.1,32.487,46457,USD
2012-11-14,32.475,32.93,32.365,32.88,44597,USD
2012-11-15,32.745,32.775,32.15,32.674,55180,USD
2012-11-16,32.585,32.68,32.015,32.37,41818,USD
2012-11-19,32.285,33.215,32.285,33.189,49041,USD
2012-11-20,33.08,33.26,32.86,32.93,45991,USD
2012-11-21,33.17,33.395,32.825,33.35,39057,USD
2012-11-22,33.36,34.16,33.235,34.116,41118,USD
2012-11-26,34.075,34.225,33.885,34.137,66228,USD
2012-11-27,34.16,34.275,33.91,33.981,64031,USD
2012-11-28,33.995,34.04,32.9,33.684,90510,USD
2012-11-29,33.81,34.49,33.61,34.431,59535,USD
2012-11-30,34.315,34.425,33.215,33.279,53331,USD
2012-12-03,33.495,33.93,33.455,33.759,31721,USD
2012-12-04,33.72,33.75,32.745,32.808,48639,USD
2012-12-05,32.88,33.3,32.585,32.957,39488,USD
2012-12-06,32.95,33.33,32.6,33.114,38644,USD
2012-12-07,33.075,33.34,32.68,33.131,40752,USD
2012-12-10,33.125,33.495,33.09,33.377,24949,USD
2012-12-11,33.335,33.345,32.835,33.017,26518,USD
2012-12-12,33.065,33.875,32.995,33.782,46760,USD
2012-12-13,33.52,33.52,32.28,32.355,60389,USD
2012-12-14,32.62,32.795,32.245,32.299,28647,USD
2012-12-17,32.4,32.485,32.08,32.28,28031,USD
2012-12-18,32.34,32.6,31.4,31.669,43558,USD
2012-12-19,31.72,31.87,31.03,31.116,45053,USD
2012-12-20,31.045,31.275,29.635,29.678,80015,USD
2012-12-21,29.955,30.325,29.67,30.203,40684,USD
2012-12-24,30.02,30.395,29.865,29.897,13072,USD
2012-12-26,29.96,30.255,29.85,30.035,15022,USD
2012-12-27,30.05,30.53,29.715,30.24,31211,USD
2012-12-28,30.165,30.365,29.91,29.975,18925,USD
2012-12-31,30.08,30.48,29.92,30.227,18657,USD
2013-01-02,30.37,31.535,30.225,31.007,36529,USD
2013-01-03,31.025,31.225,30.015,30.72,40793,USD
2013-01-04,30.1,30.3,29.24,29.946,64245,USD
2013-01-07,30.235,30.475,29.86,30.082,35265,USD
2013-01-08,30.145,30.59,30.085,30.465,42573,USD
2013-01-09,30.395,30.575,30.065,30.249,34148,USD
2013-01-10,30.385,30.95,30.255,30.918,41341,USD
2013-01-11,30.87,30.94,30.15,30.408,44255,USD
2013-01-14,30.42,31.17,30.38,31.11,41865,USD
2013-01-15,31.065,31.615,30.965,31.529,42639,USD
2013-01-16,31.44,31.57,31.09,31.542,31577,USD
2013-01-17,31.49,31.93,31.05,31.81,51105,USD
2013-01-18,31.745,32.14,31.67,31.932,36766,USD
2013-01-21,31.925,32.365,31.815,32.177,44667,USD
2013-01-23,32.18,32.485,32.1,32.439,35337,USD
2013-01-24,32.24,32.245,31.605,31.722,48656,USD
2013-01-25,31.64,31.815,31.125,31.206,42376,USD
2013-01-28,31.16,31.32,30.745,30.78,37829,USD
2013-01-29,30.85,31.47,30.85,31.184,32350,USD
2013-01-30,31.385,32.3,31.25,32.177,56691,USD
2013-01-31,32.005,32.13,31.12,31.351,56110,USD
2013-02-01,31.42,32.16,31.3,31.958,53464,USD
2013-02-04,31.875,31.925,31.385,31.716,33889,USD
2013-02-05,31.775,32.115,31.62,31.875,42498,USD
2013-02-06,31.795,31.9,31.6,31.877,28250,USD
2013-02-07,31.845,31.935,31.295,31.403,56558,USD
2013-02-08,31.46,31.695,31.33,31.441,36366,USD
2013-02-11,31.45,31.535,30.82,30.91,35758,USD
2013-02-12,30.92,31.16,30.58,31.019,41467,USD
2013-02-13,31.14,31.225,30.73,30.869,35077,USD
2013-02-14,30.76,31.06,30.21,30.353,48445,USD
2013-02-15,30.35,30.46,29.66,29.849,69899,USD
2013-02-18,29.81,30.15,29.175,29.422,75526,USD
2013-02-20,29.41,29.615,28.255,28.622,97743,USD
2013-02-21,28.51,28.88,28.29,28.699,73532,USD
2013-02-22,28.645,28.895,28.335,28.46,43510,USD
2013-02-25,28.785,29.215,28.54,28.987,56861,USD
2013-02-26,28.935,29.43,28.55,29.26,70905,USD
2013-02-27,29.405,29.44,28.865,28.985,54373,USD
2013-02-28,29.015,29.19,28.4,28.432,47177,USD
2013-03-01,28.525,28.79,27.925,28.49,54219,USD
2013-03-04,28.68,28.815,28.43,28.496,27313,USD
2013-03-05,28.595,29.09,28.52,28.604,33646,USD
2013-03-06,28.68,29.14,28.52,28.803,38686,USD
2013-03-07,29.01,29.085,28.74,28.808,29523,USD
2013-03-08,28.855,29.26,28.325,28.948,50432,USD
2013-03-11,28.985,29.085,28.705,28.853,22867,USD
2013-03-12,28.955,29.35,28.87,29.171,26727,USD
2013-03-13,29.13,29.28,28.835,28.958,33467,USD
2013-03-14,28.905,28.955,28.53,28.807,38839,USD
2013-03-15,28.8,29.01,28.69,28.851,23096,USD
2013-03-18,28.85,29.11,28.585,28.874,34416,USD
2013-03-19,28.865,29.09,28.62,28.843,33371,USD
2013-03-20,28.88,28.985,28.4,28.817,26944,USD
2013-03-21,28.8,29.325,28.705,29.212,35667,USD
2013-03-22,29.14,29.17,28.505,28.698,39182,USD
2013-03-25,28.68,28.89,28.46,28.815,35086,USD
2013-03-26,28.815,28.845,28.605,28.679,23152,USD
2013-03-27,28.725,28.785,28.08,28.612,46774,USD
2013-03-28,28.645,28.81,28.17,28.323,35709,USD
2013-04-01,28.21,28.36,27.81,27.944,34514,USD
2013-04-02,27.955,28.14,27.15,27.248,57907,USD
2013-04-03,27.205,27.315,26.67,26.797,63681,USD
2013-04-04,26.91,27.015,26.575,26.767,51524,USD
2013-04-05,26.83,27.3,26.73,27.22,44760,USD
2013-04-08,27.285,27.465,27.07,27.138,31784,USD
2013-04-09,27.22,28.02,27.14,27.881,52480,USD
2013-04-10,27.885,27.965,27.445,27.653,52664,USD
2013-04-11,27.58,27.785,27.34,27.697,39491,USD
2013-04-12,27.575,27.64,25.725,26.331,102652,USD
2013-04-15,25.94,26.045,22.515,23.361,200499,USD
2013-04-16,22.685,23.975,22.0,23.628,107319,USD
2013-04-17,23.37,23.725,22.835,23.307,83102,USD
2013-04-18,23.275,23.655,22.435,23.245,65399,USD
2013-04-19,23.25,23.82,22.865,22.96,48632,USD
2013-04-22,23.305,23.65,23.07,23.324,52304,USD
2013-04-23,23.345,23.405,22.555,22.817,79429,USD
2013-04-24,22.885,23.325,22.805,22.833,65914,USD
2013-04-25,23.11,24.36,23.02,24.14,76941,USD
2013-04-26,24.355,24.835,23.62,23.788,64605,USD
2013-04-29,24.025,24.58,23.945,24.166,47452,USD
2013-04-30,24.54,24.55,24.015,24.185,34736,USD
2013-05-01,24.32,24.345,23.21,23.343,48280,USD
2013-05-02,23.57,24.19,23.37,23.83,44953,USD
2013-05-03,23.79,24.38,23.415,24.014,55365,USD
2013-05-06,24.15,24.42,23.82,23.955,21925,USD
2013-05-07,24.005,24.04,23.4,23.806,44440,USD
2013-05-08,23.865,24.095,23.64,23.927,35668,USD
2013-05-09,23.9,24.17,23.52,23.911,37226,USD
2013-05-10,23.69,23.875,23.15,23.658,50250,USD
2013-05-13,23.78,23.84,23.47,23.696,31154,USD
2013-05-14,23.62,23.76,23.075,23.379,39972,USD
2013-05-15,23.35,23.45,22.445,22.658,60478,USD
2013-05-16,22.565,22.77,22.06,22.659,45647,USD
2013-05-17,22.65,22.745,22.11,22.352,43264,USD
2013-05-20,22.265,23.24,20.25,22.582,84790,USD
2013-05-21,22.875,22.91,22.015,22.455,56680,USD
2013-05-22,22.36,23.29,22.145,22.472,73271,USD
2013-05-23,22.215,22.645,21.92,22.508,43871,USD
2013-05-24,22.54,22.6,22.27,22.496,25101,USD
2013-05-27,22.36,22.71,22.11,22.193,50235,USD
2013-05-29,22.24,22.48,22.13,22.453,27485,USD
2013-05-30,22.42,23.06,22.31,22.69,49465,USD
2013-05-31,22.705,22.855,22.1,22.243,42739,USD
2013-06-03,22.175,22.915,22.175,22.721,42543,USD
2013-06-04,22.68,22.73,22.225,22.409,33345,USD
2013-06-05,22.505,22.74,22.29,22.472,34051,USD
2013-06-06,22.475,22.84,22.255,22.707,56720,USD
2013-06-07,22.575,22.755,21.51,21.743,78505,USD
2013-06-10,21.565,22.03,21.33,21.925,39817,USD
2013-06-11,21.84,21.96,21.4,21.646,43736,USD
2013-06-12,21.575,21.95,21.455,21.796,35439,USD
2013-06-13,21.7,21.915,21.5,21.583,49367,USD
2013-06-14,21.755,22.5,21.62,21.954,42222,USD
2013-06-17,22.05,22.055,21.605,21.758,29726,USD
2013-06-18,21.765,21.89,21.445,21.677,42465,USD
2013-06-19,21.595,21.85,21.19,21.623,40247,USD
2013-06-20,21.275,21.28,19.515,19.823,120291,USD
2013-06-21,19.59,20.11,19.31,19.959,60027,USD
2013-06-24,20.055,20.175,19.38,19.493,60579,USD
2013-06-25,19.595,19.79,19.4,19.526,64572,USD
2013-06-26,19.56,19.58,18.36,18.587,89816,USD
